--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./deep-text-recognition-benchmark/ocr_data/test/02234908.png	논쟁                       	0.9919
./deep-text-recognition-benchmark/ocr_data/test/02234913.png	까만색                      	0.9382
./deep-text-recognition-benchmark/ocr_data/test/02234917.png	고려                       	0.9834
./deep-text-recognition-benchmark/ocr_data/test/02234923.png	덕수궁                      	0.9759
./deep-text-recognition-benchmark/ocr_data/test/02234925.png	동시                       	0.9942
./deep-text-recognition-benchmark/ocr_data/test/02234927.png	장모님                      	0.9879
./deep-text-recognition-benchmark/ocr_data/test/02234929.png	물질적                      	0.9672
./deep-text-recognition-benchmark/ocr_data/test/02234931.png	후회                       	0.9805
./deep-text-recognition-benchmark/ocr_data/test/02234933.png	쉰                        	0.9860
./deep-text-recognition-benchmark/ocr_data/test/02234936.png	일일이                      	0.2723
./deep-text-recognition-benchmark/ocr_data/test/02234950.png	농구                       	0.9993
./deep-text-recognition-benchmark/ocr_data/test/02234953.png	앞문                       	0.9973
./deep-text-recognition-benchmark/ocr_data/test/02234955.png	복사                       	0.9483
./deep-text-recognition-benchmark/ocr_data/test/02234962.png	마련                       	0.9941
./deep-text-recognition-benchmark/ocr_data/test/02234983.png	옛날이야기                    	0.6028
./deep-text-recognition-benchmark/ocr_data/test/02234987.png	김포공항                     	0.7188
./deep-text-recognition-benchmark/ocr_data/test/02234992.png	귓속                       	0.9806
./deep-text-recognition-benchmark/ocr_data/test/02234993.png	한자                       	0.9991
./deep-text-recognition-benchmark/ocr_data/test/02234996.png	덮다                       	0.9697
./deep-text-recognition-benchmark/ocr_data/test/02235004.png	맛                        	0.9942
./deep-text-recognition-benchmark/ocr_data/test/02235013.png	자세                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02235026.png	경찰                       	0.9889
./deep-text-recognition-benchmark/ocr_data/test/02235027.png	지니다                      	0.9881
./deep-text-recognition-benchmark/ocr_data/test/02235029.png	예의                       	0.9961
./deep-text-recognition-benchmark/ocr_data/test/02235032.png	판매                       	0.9947
./deep-text-recognition-benchmark/ocr_data/test/02235035.png	방송사                      	0.9817
./deep-text-recognition-benchmark/ocr_data/test/02235041.png	우유                       	0.7621
./deep-text-recognition-benchmark/ocr_data/test/02235047.png	관계없이                     	0.9851
./deep-text-recognition-benchmark/ocr_data/test/02235062.png	올해                       	0.9677
./deep-text-recognition-benchmark/ocr_data/test/02235071.png	출현하다                     	0.9797
./deep-text-recognition-benchmark/ocr_data/test/02235078.png	힘들다                      	0.9789
./deep-text-recognition-benchmark/ocr_data/test/02235080.png	의도적                      	0.9974
./deep-text-recognition-benchmark/ocr_data/test/02235081.png	유지되다                     	0.9902
./deep-text-recognition-benchmark/ocr_data/test/02235086.png	일상                       	0.9892
./deep-text-recognition-benchmark/ocr_data/test/02235089.png	줄기                       	0.9953
./deep-text-recognition-benchmark/ocr_data/test/02235103.png	웃음                       	0.9925
./deep-text-recognition-benchmark/ocr_data/test/02235117.png	최고                       	0.9945
./deep-text-recognition-benchmark/ocr_data/test/02235128.png	모습                       	0.9986
./deep-text-recognition-benchmark/ocr_data/test/02235138.png	일등                       	0.9833
./deep-text-recognition-benchmark/ocr_data/test/02235141.png	도심                       	0.9050
./deep-text-recognition-benchmark/ocr_data/test/02235161.png	프로                       	0.9824
./deep-text-recognition-benchmark/ocr_data/test/02235176.png	다정하다                     	0.9923
./deep-text-recognition-benchmark/ocr_data/test/02235179.png	농구                       	0.9994
./deep-text-recognition-benchmark/ocr_data/test/02235182.png	태어나다                     	0.9644
./deep-text-recognition-benchmark/ocr_data/test/02235185.png	반대하다                     	0.9946
./deep-text-recognition-benchmark/ocr_data/test/02235190.png	크리스마스                    	0.9046
./deep-text-recognition-benchmark/ocr_data/test/02235196.png	체험하다                     	0.9923
./deep-text-recognition-benchmark/ocr_data/test/02235200.png	지대                       	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02235207.png	한때                       	0.8521
./deep-text-recognition-benchmark/ocr_data/test/02235215.png	대로                       	0.8262
./deep-text-recognition-benchmark/ocr_data/test/02235222.png	다가오다                     	0.9895
./deep-text-recognition-benchmark/ocr_data/test/02235230.png	하반기                      	0.9788
./deep-text-recognition-benchmark/ocr_data/test/02235231.png	갈비                       	0.9362
./deep-text-recognition-benchmark/ocr_data/test/02235233.png	즐겁다                      	0.9433
./deep-text-recognition-benchmark/ocr_data/test/02235252.png	연기자                      	0.9971
./deep-text-recognition-benchmark/ocr_data/test/02235269.png	이룩하다                     	0.9189
./deep-text-recognition-benchmark/ocr_data/test/02235277.png	정리하다                     	0.9969
./deep-text-recognition-benchmark/ocr_data/test/02235283.png	꽉                        	0.8679
./deep-text-recognition-benchmark/ocr_data/test/02235300.png	위아래                      	0.9727
./deep-text-recognition-benchmark/ocr_data/test/02235304.png	겪다                       	0.9860
./deep-text-recognition-benchmark/ocr_data/test/02235316.png	간호                       	0.9952
./deep-text-recognition-benchmark/ocr_data/test/02235319.png	뛰어다니다                    	0.7447
./deep-text-recognition-benchmark/ocr_data/test/02235327.png	한낮                       	0.9854
./deep-text-recognition-benchmark/ocr_data/test/02235333.png	호실                       	0.9647
./deep-text-recognition-benchmark/ocr_data/test/02235334.png	극작가                      	0.9880
./deep-text-recognition-benchmark/ocr_data/test/02235335.png	알맞다                      	0.9793
./deep-text-recognition-benchmark/ocr_data/test/02235344.png	포도                       	0.6496
./deep-text-recognition-benchmark/ocr_data/test/02235346.png	프랑스                      	0.9855
./deep-text-recognition-benchmark/ocr_data/test/02235351.png	흔들다                      	0.9748
./deep-text-recognition-benchmark/ocr_data/test/02235352.png	집안일                      	0.9249
./deep-text-recognition-benchmark/ocr_data/test/02235353.png	리                        	0.9942
./deep-text-recognition-benchmark/ocr_data/test/02235359.png	정신과                      	0.9910
./deep-text-recognition-benchmark/ocr_data/test/02235367.png	피하다                      	0.9816
./deep-text-recognition-benchmark/ocr_data/test/02235369.png	곧다                       	0.9985
./deep-text-recognition-benchmark/ocr_data/test/02235373.png	당신                       	0.9953
./deep-text-recognition-benchmark/ocr_data/test/02235374.png	면접                       	0.9897
./deep-text-recognition-benchmark/ocr_data/test/02235387.png	멀어지다                     	0.9607
./deep-text-recognition-benchmark/ocr_data/test/02235402.png	올해                       	0.9511
./deep-text-recognition-benchmark/ocr_data/test/02235409.png	월요일                      	0.9899
./deep-text-recognition-benchmark/ocr_data/test/02235420.png	모임                       	0.9899
./deep-text-recognition-benchmark/ocr_data/test/02235431.png	이어                       	0.9928
./deep-text-recognition-benchmark/ocr_data/test/02235434.png	보충하다                     	0.9590
./deep-text-recognition-benchmark/ocr_data/test/02235436.png	줄기                       	0.9672
./deep-text-recognition-benchmark/ocr_data/test/02235437.png	큰딸                       	0.9922
./deep-text-recognition-benchmark/ocr_data/test/02235439.png	치료하다                     	0.9710
./deep-text-recognition-benchmark/ocr_data/test/02235440.png	너무나                      	0.8574
./deep-text-recognition-benchmark/ocr_data/test/02235450.png	본래                       	0.9934
./deep-text-recognition-benchmark/ocr_data/test/02235456.png	의도적                      	0.9948
./deep-text-recognition-benchmark/ocr_data/test/02235458.png	작은어머니                    	0.4154
./deep-text-recognition-benchmark/ocr_data/test/02235462.png	입사하다                     	0.9905
./deep-text-recognition-benchmark/ocr_data/test/02235480.png	웃기다                      	0.9921
./deep-text-recognition-benchmark/ocr_data/test/02235484.png	진행되다                     	0.9930
./deep-text-recognition-benchmark/ocr_data/test/02235486.png	서명하다                     	0.9211
./deep-text-recognition-benchmark/ocr_data/test/02235487.png	무사하다                     	0.9837
./deep-text-recognition-benchmark/ocr_data/test/02235489.png	속마음                      	0.9772
./deep-text-recognition-benchmark/ocr_data/test/02235490.png	제일                       	0.9986
./deep-text-recognition-benchmark/ocr_data/test/02235493.png	인                        	0.9995
./deep-text-recognition-benchmark/ocr_data/test/02235502.png	내과                       	0.9985
./deep-text-recognition-benchmark/ocr_data/test/02235512.png	리터                       	0.9476
./deep-text-recognition-benchmark/ocr_data/test/02235520.png	탈출하다                     	0.7418
./deep-text-recognition-benchmark/ocr_data/test/02235523.png	케첩                       	0.9660
./deep-text-recognition-benchmark/ocr_data/test/02235527.png	두드러지다                    	0.8015
./deep-text-recognition-benchmark/ocr_data/test/02235528.png	아하                       	0.9839
./deep-text-recognition-benchmark/ocr_data/test/02235530.png	도대체                      	0.9756
./deep-text-recognition-benchmark/ocr_data/test/02235551.png	보편적                      	0.9643
./deep-text-recognition-benchmark/ocr_data/test/02235559.png	약하다                      	0.9913
./deep-text-recognition-benchmark/ocr_data/test/02235572.png	사탕                       	0.9795
./deep-text-recognition-benchmark/ocr_data/test/02235574.png	보조                       	0.9984
./deep-text-recognition-benchmark/ocr_data/test/02235581.png	혼잣말                      	0.9470
./deep-text-recognition-benchmark/ocr_data/test/02235582.png	청소하다                     	0.9832
./deep-text-recognition-benchmark/ocr_data/test/02235598.png	바가지                      	0.9763
./deep-text-recognition-benchmark/ocr_data/test/02235600.png	절대                       	0.9979
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./deep-text-recognition-benchmark/ocr_data/test/02235601.png	들어주다                     	0.9786
./deep-text-recognition-benchmark/ocr_data/test/02235625.png	매너                       	0.9903
./deep-text-recognition-benchmark/ocr_data/test/02235637.png	교회                       	0.9934
./deep-text-recognition-benchmark/ocr_data/test/02235646.png	반응                       	0.9447
./deep-text-recognition-benchmark/ocr_data/test/02235647.png	비롯하다                     	0.9609
./deep-text-recognition-benchmark/ocr_data/test/02235669.png	태아                       	0.9817
./deep-text-recognition-benchmark/ocr_data/test/02235673.png	철                        	0.9795
./deep-text-recognition-benchmark/ocr_data/test/02235675.png	바꾸다                      	0.9928
./deep-text-recognition-benchmark/ocr_data/test/02235698.png	무                        	0.9996
./deep-text-recognition-benchmark/ocr_data/test/02235711.png	밝히다                      	0.9807
./deep-text-recognition-benchmark/ocr_data/test/02235715.png	좋다                       	0.9333
./deep-text-recognition-benchmark/ocr_data/test/02235720.png	제도적                      	0.9928
./deep-text-recognition-benchmark/ocr_data/test/02235723.png	마리                       	0.9806
./deep-text-recognition-benchmark/ocr_data/test/02235725.png	제외하다                     	0.9888
./deep-text-recognition-benchmark/ocr_data/test/02235726.png	깔리다                      	0.9818
./deep-text-recognition-benchmark/ocr_data/test/02235728.png	시계                       	0.9903
./deep-text-recognition-benchmark/ocr_data/test/02235730.png	화장실                      	0.9891
./deep-text-recognition-benchmark/ocr_data/test/02235750.png	털다                       	0.9899
./deep-text-recognition-benchmark/ocr_data/test/02235764.png	구입하다                     	0.9941
./deep-text-recognition-benchmark/ocr_data/test/02235766.png	그리하여                     	0.9609
./deep-text-recognition-benchmark/ocr_data/test/02235788.png	두뇌                       	0.9550
./deep-text-recognition-benchmark/ocr_data/test/02235790.png	늘                        	0.9560
./deep-text-recognition-benchmark/ocr_data/test/02235791.png	더하다                      	0.9934
./deep-text-recognition-benchmark/ocr_data/test/02235795.png	외침                       	0.9898
./deep-text-recognition-benchmark/ocr_data/test/02235796.png	가톨릭                      	0.9208
./deep-text-recognition-benchmark/ocr_data/test/02235803.png	마주                       	0.9912
./deep-text-recognition-benchmark/ocr_data/test/02235804.png	실내                       	0.9984
./deep-text-recognition-benchmark/ocr_data/test/02235807.png	다이어트                     	0.8204
./deep-text-recognition-benchmark/ocr_data/test/02235830.png	얼다                       	0.9974
./deep-text-recognition-benchmark/ocr_data/test/02235840.png	버리다                      	0.9447
./deep-text-recognition-benchmark/ocr_data/test/02235841.png	아파트                      	0.9784
./deep-text-recognition-benchmark/ocr_data/test/02235843.png	하나                       	0.9982
./deep-text-recognition-benchmark/ocr_data/test/02235852.png	주차하다                     	0.9545
./deep-text-recognition-benchmark/ocr_data/test/02235863.png	불이익                      	0.9898
./deep-text-recognition-benchmark/ocr_data/test/02235890.png	신설                       	0.9877
./deep-text-recognition-benchmark/ocr_data/test/02235907.png	현                        	0.9970
./deep-text-recognition-benchmark/ocr_data/test/02235913.png	못                        	0.9767
./deep-text-recognition-benchmark/ocr_data/test/02235918.png	소득                       	0.9891
./deep-text-recognition-benchmark/ocr_data/test/02235921.png	뻔하다                      	0.9732
./deep-text-recognition-benchmark/ocr_data/test/02235925.png	한국어                      	0.9950
./deep-text-recognition-benchmark/ocr_data/test/02235945.png	사용하다                     	0.9665
./deep-text-recognition-benchmark/ocr_data/test/02235954.png	좋아지다                     	0.9725
./deep-text-recognition-benchmark/ocr_data/test/02235975.png	쇼                        	0.9929
./deep-text-recognition-benchmark/ocr_data/test/02235976.png	상당                       	0.9968
./deep-text-recognition-benchmark/ocr_data/test/02235979.png	재즈                       	0.9880
./deep-text-recognition-benchmark/ocr_data/test/02235981.png	예절                       	0.9829
./deep-text-recognition-benchmark/ocr_data/test/02235983.png	끌어당기다                    	0.7482
./deep-text-recognition-benchmark/ocr_data/test/02235985.png	포스터                      	0.9922
./deep-text-recognition-benchmark/ocr_data/test/02235988.png	경찰서                      	0.9685
./deep-text-recognition-benchmark/ocr_data/test/02235991.png	여름                       	0.9888
./deep-text-recognition-benchmark/ocr_data/test/02235992.png	물어보다                     	0.9603
./deep-text-recognition-benchmark/ocr_data/test/02235998.png	때                        	0.9929
./deep-text-recognition-benchmark/ocr_data/test/02236002.png	쇠고기                      	0.9898
./deep-text-recognition-benchmark/ocr_data/test/02236004.png	요구하다                     	0.9832
./deep-text-recognition-benchmark/ocr_data/test/02236010.png	적성                       	0.9988
./deep-text-recognition-benchmark/ocr_data/test/02236018.png	제한하다                     	0.9859
./deep-text-recognition-benchmark/ocr_data/test/02236036.png	감싸다                      	0.9902
./deep-text-recognition-benchmark/ocr_data/test/02236042.png	포함하다                     	0.9697
./deep-text-recognition-benchmark/ocr_data/test/02236045.png	독일                       	0.9900
./deep-text-recognition-benchmark/ocr_data/test/02236071.png	코트                       	0.9962
./deep-text-recognition-benchmark/ocr_data/test/02236075.png	역할                       	0.8945
./deep-text-recognition-benchmark/ocr_data/test/02236076.png	운전하다                     	0.9751
./deep-text-recognition-benchmark/ocr_data/test/02236085.png	상품                       	0.9806
./deep-text-recognition-benchmark/ocr_data/test/02236088.png	흔하다                      	0.6772
./deep-text-recognition-benchmark/ocr_data/test/02236103.png	응답하다                     	0.9450
./deep-text-recognition-benchmark/ocr_data/test/02236110.png	태권도                      	0.8407
./deep-text-recognition-benchmark/ocr_data/test/02236113.png	잔디밭                      	0.9237
./deep-text-recognition-benchmark/ocr_data/test/02236115.png	대학로                      	0.8930
./deep-text-recognition-benchmark/ocr_data/test/02236117.png	자리                       	0.9991
./deep-text-recognition-benchmark/ocr_data/test/02236122.png	대가                       	0.9479
./deep-text-recognition-benchmark/ocr_data/test/02236162.png	년                        	0.9964
./deep-text-recognition-benchmark/ocr_data/test/02236165.png	골치                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02236171.png	집                        	0.9963
./deep-text-recognition-benchmark/ocr_data/test/02236181.png	정리하다                     	0.9962
./deep-text-recognition-benchmark/ocr_data/test/02236183.png	되살리다                     	0.9621
./deep-text-recognition-benchmark/ocr_data/test/02236187.png	문제되다                     	0.9815
./deep-text-recognition-benchmark/ocr_data/test/02236194.png	재능                       	0.9971
./deep-text-recognition-benchmark/ocr_data/test/02236196.png	집                        	0.9982
./deep-text-recognition-benchmark/ocr_data/test/02236208.png	체계적                      	0.9379
./deep-text-recognition-benchmark/ocr_data/test/02236212.png	고구마                      	0.9899
./deep-text-recognition-benchmark/ocr_data/test/02236215.png	연애                       	0.9410
./deep-text-recognition-benchmark/ocr_data/test/02236224.png	명함                       	0.9937
./deep-text-recognition-benchmark/ocr_data/test/02236236.png	이뤄지다                     	0.9185
./deep-text-recognition-benchmark/ocr_data/test/02236240.png	서다                       	0.9989
./deep-text-recognition-benchmark/ocr_data/test/02236246.png	뵙다                       	0.9801
./deep-text-recognition-benchmark/ocr_data/test/02236254.png	거짓                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02236256.png	아침                       	0.9942
./deep-text-recognition-benchmark/ocr_data/test/02236260.png	내달                       	0.9758
./deep-text-recognition-benchmark/ocr_data/test/02236264.png	달러                       	0.9947
./deep-text-recognition-benchmark/ocr_data/test/02236274.png	자동                       	0.9909
./deep-text-recognition-benchmark/ocr_data/test/02236284.png	남북                       	0.9899
./deep-text-recognition-benchmark/ocr_data/test/02236292.png	지리산                      	0.9968
./deep-text-recognition-benchmark/ocr_data/test/02236300.png	메뉴                       	0.9585
./deep-text-recognition-benchmark/ocr_data/test/02236313.png	풍경                       	0.9958
./deep-text-recognition-benchmark/ocr_data/test/02236316.png	찌다                       	0.9949
./deep-text-recognition-benchmark/ocr_data/test/02236323.png	뺏다                       	0.8711
./deep-text-recognition-benchmark/ocr_data/test/02236334.png	구입하다                     	0.9939
./deep-text-recognition-benchmark/ocr_data/test/02236344.png	아냐                       	0.9890
./deep-text-recognition-benchmark/ocr_data/test/02236346.png	상금                       	0.9932
./deep-text-recognition-benchmark/ocr_data/test/02236348.png	허용되다                     	0.9956
./deep-text-recognition-benchmark/ocr_data/test/02236349.png	축구                       	0.9960
./deep-text-recognition-benchmark/ocr_data/test/02236369.png	발생하다                     	0.9635
./deep-text-recognition-benchmark/ocr_data/test/02236373.png	받다                       	0.9562
./deep-text-recognition-benchmark/ocr_data/test/02236381.png	원고                       	0.9799
./deep-text-recognition-benchmark/ocr_data/test/02236384.png	마음속                      	0.9800
./deep-text-recognition-benchmark/ocr_data/test/02236388.png	회화                       	0.9896
./deep-text-recognition-benchmark/ocr_data/test/02236390.png	예보                       	0.9979
./deep-text-recognition-benchmark/ocr_data/test/02236392.png	달걀                       	0.9626
./deep-text-recognition-benchmark/ocr_data/test/02236404.png	농촌                       	0.9328
./deep-text-recognition-benchmark/ocr_data/test/02236408.png	예절                       	0.9584
./deep-text-recognition-benchmark/ocr_data/test/02236417.png	소유자                      	0.9835
./deep-text-recognition-benchmark/ocr_data/test/02236420.png	열                        	0.9967
./deep-text-recognition-benchmark/ocr_data/test/02236437.png	부딪치다                     	0.9390
./deep-text-recognition-benchmark/ocr_data/test/02236446.png	먹이다                      	0.9698
./deep-text-recognition-benchmark/ocr_data/test/02236447.png	걸어오다                     	0.9508
./deep-text-recognition-benchmark/ocr_data/test/02236457.png	두려워하다                    	0.8858
./deep-text-recognition-benchmark/ocr_data/test/02236460.png	뛰어넘다                     	0.9577
./deep-text-recognition-benchmark/ocr_data/test/02236461.png	사무                       	0.9990
./deep-text-recognition-benchmark/ocr_data/test/02236467.png	작품                       	0.9906
./deep-text-recognition-benchmark/ocr_data/test/02236471.png	재료                       	0.9978
./deep-text-recognition-benchmark/ocr_data/test/02236472.png	청소                       	0.9974
./deep-text-recognition-benchmark/ocr_data/test/02236497.png	올라서다                     	0.9831
./deep-text-recognition-benchmark/ocr_data/test/02236499.png	이달                       	0.9738
./deep-text-recognition-benchmark/ocr_data/test/02236541.png	로봇                       	0.6086
./deep-text-recognition-benchmark/ocr_data/test/02236565.png	트럭                       	0.9762
./deep-text-recognition-benchmark/ocr_data/test/02236576.png	간판                       	0.9453
./deep-text-recognition-benchmark/ocr_data/test/02236584.png	장기간                      	0.9869
./deep-text-recognition-benchmark/ocr_data/test/02236593.png	배추                       	0.9932
./deep-text-recognition-benchmark/ocr_data/test/02236609.png	바깥쪽                      	0.9640
./deep-text-recognition-benchmark/ocr_data/test/02236618.png	등록금                      	0.9808
./deep-text-recognition-benchmark/ocr_data/test/02236627.png	천국                       	0.9917
./deep-text-recognition-benchmark/ocr_data/test/02236638.png	실은                       	0.9888
./deep-text-recognition-benchmark/ocr_data/test/02236640.png	전라도                      	0.9359
./deep-text-recognition-benchmark/ocr_data/test/02236647.png	접다                       	0.9959
./deep-text-recognition-benchmark/ocr_data/test/02236676.png	크리스마스                    	0.8755
./deep-text-recognition-benchmark/ocr_data/test/02236678.png	실태                       	0.9959
./deep-text-recognition-benchmark/ocr_data/test/02236683.png	제의                       	0.9950
./deep-text-recognition-benchmark/ocr_data/test/02236687.png	구조                       	0.9841
./deep-text-recognition-benchmark/ocr_data/test/02236688.png	동네                       	0.9900
./deep-text-recognition-benchmark/ocr_data/test/02236701.png	뜻                        	0.9598
./deep-text-recognition-benchmark/ocr_data/test/02236704.png	무슨                       	0.9808
./deep-text-recognition-benchmark/ocr_data/test/02236709.png	상징적                      	0.9513
./deep-text-recognition-benchmark/ocr_data/test/02236718.png	떡볶이                      	0.8697
./deep-text-recognition-benchmark/ocr_data/test/02236720.png	중소기업                     	0.7999
./deep-text-recognition-benchmark/ocr_data/test/02236734.png	깨끗이                      	0.9711
./deep-text-recognition-benchmark/ocr_data/test/02236736.png	부부                       	0.9985
./deep-text-recognition-benchmark/ocr_data/test/02236738.png	전해지다                     	0.9931
./deep-text-recognition-benchmark/ocr_data/test/02236743.png	남산                       	0.9992
./deep-text-recognition-benchmark/ocr_data/test/02236753.png	전문점                      	0.9950
./deep-text-recognition-benchmark/ocr_data/test/02236757.png	메우다                      	0.9439
./deep-text-recognition-benchmark/ocr_data/test/02236765.png	공사                       	0.9984
./deep-text-recognition-benchmark/ocr_data/test/02236790.png	팔월                       	0.9921
./deep-text-recognition-benchmark/ocr_data/test/02236794.png	맡다                       	0.9189
./deep-text-recognition-benchmark/ocr_data/test/02236798.png	비밀                       	0.9597
